image_id,GPT-4.5,GPT-4o,Llama,gpt_4_5_length,gpt_4_5_coverage,gpt_4o_length,gpt_4o_coverage,llama_length,llama_coverage,gpt_4_5_tfidf,gpt_4o_tfidf,llama_tfidf,gpt_4_5_sbert_score,gpt_4_5_sbert_score_norm,gpt_4o_sbert_score,gpt_4o_sbert_score_norm,llama_sbert_score,llama_sbert_score_norm,sbert_cos_gpt_4_5_gpt_4o,sbert_cos_gpt_4_5_llama,sbert_cos_gpt_4o_llama,cos_gpt_4_5_gpt_4o,cos_gpt_4_5_llama,cos_gpt_4o_llama,gpt_4_5_length_norm,gpt_4_5_tfidf_norm,gpt_4_5_score,gpt_4o_length_norm,gpt_4o_tfidf_norm,gpt_4o_score,llama_length_norm,llama_tfidf_norm,llama_score,best_model,mean_pairwise_semantic,min_pairwise_semantic,semantic_agreement,trusted_for_auto_use
7119.jpg,"Nighttime, as indicated by timestamp (8:35 PM)","Nighttime, based on the lighting and metadata timestamp.",Night,7,1.0,8,1.0,1,1.0,2.4229850371104638,2.7447358343455406,1.0,0.9169560670852661,0.6917857827059748,0.8873997926712036,0.8625454062055236,0.821605384349823,0.8104131595248569,0.7903323173522949,0.6175587177276611,0.5399450063705444,0.04517469801253671,0.0,0.0,0.42857142857142855,0.4833920417276197,0.6645890684578187,0.5333333333333333,0.7573799153029602,0.8255654704064309,0.125,0.35234554466003754,0.642368927207954,gpt_4o,0.6493,0.5399,low,False
7120.jpg,Early morning (6:15 am) according to timestamp,"Nighttime, early morning (indicated by timestamp).",Night,7,1.0,6,1.0,1,1.0,2.4593832718091115,2.8331507444706383,1.0,0.8104175329208374,0.29637229773943885,0.9021997451782227,0.8806121709858898,0.7873142957687378,0.7739707454514355,0.6565971374511719,0.36939138174057007,0.5988409519195557,0.2575160233455841,0.0,0.0,0.42857142857142855,0.49575662499968864,0.510133049452825,0.4,0.7817770453670387,0.8267779820044676,0.125,0.35234554466003754,0.6277919615785854,gpt_4o,0.5416,0.3694,low,False
7121.jpg,"Nighttime, indicated by darkness and timestamp","Nighttime, based on the darkness and timestamp.","Nighttime, as indicated by the darkness and timestamp",6,1.0,7,1.0,8,1.0,2.5697702543476773,2.547600366031202,2.5697702543476773,0.9848333597183228,0.9437096245405808,0.972673237323761,0.9666413663661179,0.9924794435501099,0.9920073718246087,0.923408031463623,0.9818366765975952,0.9459646344184875,0.40459545724602086,1.0,0.40459545724602086,0.35714285714285715,0.5332553951749692,0.7731747540830088,0.4666666666666667,0.7029825330752005,0.844217973135674,1.0,0.9054470999192956,0.9684370787056321,llama,0.9504,0.9234,high,True
7122.jpg,Night or early pre-dawn hours,Nighttime based on lighting and timestamps in the image.,Night,5,1.0,9,1.0,1,1.0,2.8507783053585527,2.7871411502321712,1.0,0.8358116745948792,0.390621633304442,0.8382443189620972,0.8025397824882362,0.8428232669830322,0.8329621918442094,0.5460561513900757,0.5575808882713318,0.5637035965919495,0.0,0.11281856908649339,0.0,0.2857142857142857,0.6287146248769758,0.5734344693562982,0.6,0.7690811996862238,0.8117402729011618,0.125,0.35234554466003754,0.6513885401356949,gpt_4o,0.5558,0.5461,low,False
7123.jpg,"Night, as evidenced by the darkness and timestamp of 6:15:30 AM.",Nighttime or early dawn as indicated by the timestamp (6:15 AM) and the dark surroundings.,Night,11,1.0,15,1.0,1,1.0,2.371190918889798,3.3817936035862304,1.0,0.9182223677635193,0.6964856067473943,0.9031082391738892,0.8817211980125845,0.8186039924621582,0.8072234688357366,0.8235663175582886,0.6004810333251953,0.5605806112289429,0.017300372195322898,0.15188246000311495,0.0,0.7142857142857143,0.4657974332790238,0.6897620441112363,1.0,0.9331690580222824,0.9326391966117186,0.125,0.35234554466003754,0.6410930509323058,gpt_4o,0.6615,0.5606,partial,False
7124.jpg,Night or early dawn hours (timestamp indicates morning),Nighttime (based on darkness and timestamp).,Night,8,1.0,6,1.0,1,1.0,3.3666426336920012,2.547600366031202,1.0,0.8623742461204529,0.4892075492734906,0.8961275219917297,0.8731996182799115,0.8396202325820923,0.8295582081633048,0.693682849407196,0.546870231628418,0.6345657110214233,0.025917307468749946,0.10697185510926112,0.0,0.5,0.8039551962282508,0.6868695785778716,0.4,0.7029825330752005,0.8001746072345248,0.125,0.35234554466003754,0.6500269466633332,gpt_4o,0.625,0.5469,low,False
7125.jpg,Night or early dawn,Nighttime based on overall darkness and the timestamp,Night,4,1.0,8,1.0,1,1.0,2.0978975483912095,2.6936703619137186,1.0,0.8970641493797302,0.6179577301210385,0.8503502011299133,0.8173178113691423,0.879814624786377,0.8722742823606696,0.6396912932395935,0.7171013355255127,0.5943731069564819,0.0,0.18857729924471595,0.0,0.21428571428571427,0.37295890236643187,0.5804993341869163,0.5333333333333333,0.743288955181641,0.8032471444354826,0.125,0.35234554466003754,0.6671133763422791,gpt_4o,0.6504,0.5944,partial,False
7126.jpg,Early morning or night (timestamp indicates 6:15 AM),Nighttime.,"Night, specifically 6:15:28 AM",8,1.0,1,1.0,4,1.0,2.7805935603099976,1.0,1.6307673102563869,0.8435929417610168,0.41950149345785376,0.8039979934692383,0.7607342221678292,0.8972032070159912,0.8907537748463902,0.45479071140289307,0.6919793486595154,0.5912181735038757,0.0,0.046504540373804,0.0,0.5,0.6048726684808315,0.599262397927391,0.06666666666666667,0.2759390925078045,0.5937420832861399,0.5,0.5745935961460711,0.7786795887823774,llama,0.5793,0.4548,low,False
7127.jpg,Night or early morning (timestamp indicates 6:15 AM but darkness suggests still early morning/night conditions),Early morning or nighttime as indicated by the timestamp and darkness,Night,15,1.0,11,1.0,1,1.0,3.9437494089161755,3.0804646825007844,1.0,0.9280420541763306,0.7329309779571727,0.9281858205795288,0.9123341857435456,0.8007723689079285,0.7882731398711712,0.9021729230880737,0.5636351108551025,0.5640171766281128,0.2326804647058091,0.16656109801689348,0.0,1.0,1.0,0.893172391182869,0.7333333333333333,0.8500206289916087,0.8932731963282342,0.125,0.35234554466003754,0.6335129193464797,gpt_4o,0.6766,0.5636,partial,False
7128.jpg,Nighttime (image timestamp shows early morning hours with darkness).,"Nighttime, specifically early morning based on the timestamp (6:15 AM).",Night,9,1.0,10,1.0,1,1.0,3.590564610582906,3.129860834313212,1.0,0.9023115634918213,0.6374332965665291,0.9170128107070923,0.8986949432420385,0.8081909418106079,0.7961571329650047,0.8283846378326416,0.5424528121948242,0.5810808539390564,0.13667101323439923,0.0,0.0,0.5714285714285714,0.8800221250954563,0.7761228132981057,0.6666666666666666,0.8636509582961077,0.8852399314523143,0.125,0.35234554466003754,0.6366665165840131,gpt_4o,0.6506,0.5425,low,False
7129.jpg,Night or early morning indicated by image timestamp,"Nighttime (around 6:15 AM as per timestamp, though still dark).",Night,8,1.0,10,1.0,1,1.0,3.1173191057694467,2.035138468376705,1.0,0.8578945398330688,0.47258129954503847,0.8948567509651184,0.8716483483541059,0.8212164640426636,0.8099998394623704,0.698870062828064,0.5093225836753845,0.6044620275497437,0.03160484919287018,0.1493477360615264,0.0,0.5,0.719259288632519,0.654810306407771,0.6666666666666666,0.5615742620915912,0.7837982846357865,0.125,0.35234554466003754,0.6422035991829593,gpt_4o,0.6042,0.5093,low,False
7130.jpg,"Night or early morning, indicated by timestamp (6:15 AM)",Nighttime based on lighting and infrared use.,Night or early morning,9,1.0,7,1.0,4,1.0,2.8692319530705537,2.821483606505254,2.1301195268190813,0.8733760118484497,0.5300401603227338,0.7462475299835205,0.6902364256878222,0.8960756063461304,0.889555431713498,0.4101145267486572,0.7870368957519531,0.4672199487686157,0.0,0.7453279006708592,0.0,0.5714285714285714,0.6349833811970986,0.6596539356310802,0.4666666666666667,0.7785576259047073,0.7563285247132077,0.5,0.7505381248680507,0.8309836101458146,llama,0.5548,0.4101,low,False
7131.jpg,Nighttime (confirmed by low lighting and timestamp),"Night, based on darkness and timestamp on image.","Early morning, around 6:15 AM",7,1.0,8,1.0,5,1.0,2.8035419020695374,2.840238433558276,1.731966731835403,0.8457773923873901,0.4276089941071352,0.8670167922973633,0.8376632403271098,0.6543027758598328,0.6326144606081138,0.7527756690979004,0.24926114082336426,0.2995368242263794,0.021379164654024573,0.0,0.0,0.42857142857142855,0.6126682850812231,0.5977012260243638,0.5333333333333333,0.7837328158618591,0.8235184742227349,0.625,0.6102507614616103,0.6986210126817287,gpt_4o,0.4339,0.2493,low,False
7132.jpg,Nighttime or early morning hours due to darkness and timestamp,"Nighttime, as indicated by the darkness and timestamp on the image.",Night,10,1.0,11,1.0,1,1.0,3.051131960445641,2.9051562467216727,1.0,0.8858215808868408,0.5762313892940907,0.8917855024337769,0.8678991792421457,0.8357232809066772,0.825416772809225,0.7307264804840088,0.5842177271842957,0.5998033881187439,0.195734827232818,0.0,0.0,0.6428571428571429,0.6967753281692626,0.7038108684541293,0.7333333333333333,0.8016461783137578,0.8609868585243189,0.125,0.35234554466003754,0.6483703725217012,gpt_4o,0.6382,0.5842,partial,False
7133.jpg,Night,"Nighttime, as indicated by the timestamp and lighting conditions.",Night,1,1.0,9,1.0,1,1.0,1.0,2.8850989097857904,1.0,0.956099808216095,0.8370662036969442,0.8102521896362305,0.7683689149809128,0.956099808216095,0.9533453815075814,0.6029363870620728,1.0,0.6029363870620728,0.0,1.0,0.0,0.0,0.0,0.5348264814787778,0.6,0.7961115749615473,0.8061810384808294,0.125,0.35234554466003754,0.6995418160010438,gpt_4o,0.7353,0.6029,partial,False
7134.jpg,"Night time, as indicated by low brightness and camera timestamp",Nighttime,Nighttime,10,1.0,1,1.0,1,1.0,3.379177710361406,1.0,1.0,0.8294996619224548,0.3671948521164804,0.9602173566818237,0.9514360834043332,0.9602173566818237,0.957721253267985,0.6405350565910339,0.6405348777770996,1.0000001192092896,0.0,0.0,1.0,0.6428571428571429,0.8082133972257399,0.6536276743000284,0.06666666666666667,0.2759390925078045,0.6700228277807413,0.125,0.35234554466003754,0.7012921647052053,llama,0.7604,0.6405,partial,False
7135.jpg,Nighttime,Nighttime.,Night,1,1.0,1,1.0,1,1.0,1.0,1.0,1.0,0.9748492240905762,0.9066539066831077,0.9676574468612671,0.9605184341181593,0.9215251207351685,0.9166015763449169,0.9620618224143982,0.8299378752708435,0.809340238571167,1.0,0.0,0.0,0.0,0.0,0.5626615626732432,0.06666666666666667,0.2759390925078045,0.6736557680662719,0.125,0.35234554466003754,0.684844293935978,llama,0.8671,0.8093,high,True
7136.jpg,Nighttime (indicated by darkness and infrared capture),"Nighttime, based on the timestamp and darkness.",Night,7,1.0,7,1.0,1,1.0,2.772388368878924,2.5254519207585897,1.0,0.8987376689910889,0.6241689308558436,0.9237989187240601,0.9069789574818523,0.8357079029083252,0.8254004300389381,0.8116161823272705,0.577448844909668,0.6440675258636475,0.08912632431744097,0.0,0.0,0.42857142857142855,0.6020853417449955,0.6731503177229788,0.4666666666666667,0.6968709111862171,0.8185195230152726,0.125,0.35234554466003754,0.6483638354135866,gpt_4o,0.6777,0.5774,partial,False
7137.jpg,"Nighttime, 12:05 AM timestamp provided","Nighttime, as indicated by darkness and timestamp.",Night,5,1.0,7,1.0,1,1.0,2.0226134970601013,2.5697702543476773,1.0,0.8827462196350098,0.5648173096875441,0.9060840606689453,0.8853538763576022,0.8337796926498413,0.8233512493459972,0.7523624897003174,0.562736451625824,0.623942494392395,0.08782961548278644,0.0,0.0,0.2857142857142857,0.3473846972037628,0.5587137616075751,0.4666666666666667,0.7091000719382481,0.813538238791182,0.125,0.35234554466003754,0.6475441631364101,gpt_4o,0.6463,0.5627,partial,False
7138.jpg,Nighttime (timestamp present shows around midnight),Nighttime.,Night,6,1.0,1,1.0,1,1.0,2.8067639234311677,1.0,1.0,0.8367404937744141,0.39406890833562297,0.9231658577919006,0.9062061602078382,0.8985956907272339,0.8922336190302692,0.6448978185653687,0.579578161239624,0.809340238571167,0.10648955797684342,0.0,0.0,0.35714285714285715,0.6137628148505951,0.5774706935037134,0.06666666666666667,0.2759390925078045,0.6519308585021434,0.125,0.35234554466003754,0.6750971110101189,llama,0.6779,0.5796,partial,False
7139.jpg,Nighttime (12:05 AM according to timestamp),"Nighttime, indicated by darkness and timestamp on the image.","Nighttime, specifically 12:05:41 AM",6,1.0,9,1.0,4,1.0,2.0422965755022453,2.9051562467216727,1.6287270764142776,0.9633256793022156,0.8638847336353432,0.8810063600540161,0.8547407431041341,0.9325217008590698,0.9282880506695558,0.7659815549850464,0.9090324640274048,0.6804438233375549,0.07255586042784859,0.04715387672981843,0.04857341204065987,0.35714285714285715,0.3540710946201077,0.6874895075544554,0.6,0.8016461783137578,0.8423901507357809,0.5,0.5738747288417393,0.7934776389203442,gpt_4o,0.7852,0.6804,partial,False
7140.jpg,nighttime (12:05 AM according to timestamp),Nighttime based on the darkness and timestamp on the image.,Night,6,1.0,10,1.0,1,1.0,2.0422965755022453,2.898679650758867,1.0,0.9070140719413757,0.6548864675596,0.8932429552078247,0.8696783374140876,0.8392157554626465,0.8291283552983189,0.7683209180831909,0.6257181167602539,0.5893694758415222,0.06914681219746874,0.0,0.0,0.35714285714285715,0.3540710946201077,0.603890201124158,0.6666666666666666,0.7998590323012414,0.8544957113226741,0.125,0.35234554466003754,0.6498550055173388,gpt_4o,0.6611,0.5894,partial,False
7141.jpg,Nighttime,Nighttime (timestamp suggests 12:05 AM),Night,1,1.0,5,1.0,1,1.0,1.0,1.9824634744427867,1.0,0.9434242248535156,0.7900212858116858,0.861528754234314,0.8309638206672302,0.9010560512542725,0.8948483355880194,0.722976803779602,0.8299378752708435,0.6083279848098755,0.15414551246429128,0.0,0.0,0.0,0.0,0.5160085143246744,0.3333333333333333,0.5470391720676117,0.7298306132205089,0.125,0.35234554466003754,0.676142997633219,gpt_4o,0.7204,0.6083,partial,False
7142.jpg,Nighttime (timestamp indicates 12:05:40 AM).,Nighttime,Night,5,1.0,1,1.0,1,1.0,2.107171018168941,1.0,1.0,0.8452340960502625,0.42559257160124964,0.9398648738861084,0.9265911712877399,0.8970610499382019,0.8906026992373434,0.6909292936325073,0.5761231184005737,0.8299378752708435,0.22683072097633716,0.0,0.0,0.2857142857142857,0.3761091262780338,0.5116411950953386,0.06666666666666667,0.2759390925078045,0.6600848629341042,0.125,0.35234554466003754,0.6744447430929486,llama,0.699,0.5761,partial,False
7143.jpg,"Nighttime, timestamp indicates shortly after midnight",Nighttime,"Nighttime, specifically 12:05:38 AM",6,1.0,1,1.0,4,1.0,2.79910016212235,1.0,1.6287270764142776,0.8718101382255554,0.5242284833449916,0.883802056312561,0.8581535369409066,0.9170987010002136,0.9118974556092174,0.6205520033836365,0.70954430103302,0.7415955066680908,0.11725070114996734,0.03145545184189608,0.2682751704969642,0.35714285714285715,0.6111594134586135,0.6287535030898664,0.06666666666666667,0.2759390925078045,0.6327098091953708,0.5,0.5738747288417393,0.7869214008962089,llama,0.6906,0.6206,partial,False
7144.jpg,12:05:39 AM as indicated,Nighttime.,"Nighttime, specifically 12:05:39 AM",4,1.0,1,1.0,4,1.0,1.0,1.0,1.6287270764142776,0.7305642366409302,0.0,0.7777174711227417,0.7286527668176087,0.9518546462059021,0.9488338900914255,0.18444308638572693,0.612844705581665,0.7288480401039124,0.0,0.0,0.2682751704969642,0.21428571428571427,0.0,0.22142857142857145,0.06666666666666667,0.2759390925078045,0.5809095011460516,0.5,0.5738747288417393,0.8016959746890922,llama,0.5087,0.1844,low,False
7145.jpg,Nighttime (confirmed by image timestamp),"Nighttime, based on darkness and timestamp on the image.",Night,5,1.0,9,1.0,1,1.0,2.4238520685369527,2.898679650758867,1.0,0.9150781631469727,0.6848160177613308,0.9349861741065979,0.9206355899229592,0.8094035387039185,0.7974458047429704,0.8838024735450745,0.5498191714286804,0.6027637720108032,0.15497935651567535,0.0,0.0,0.2857142857142857,0.4836865747554185,0.6476038081025864,0.6,0.7998590323012414,0.8682119456595563,0.125,0.35234554466003754,0.6371819852951994,gpt_4o,0.6788,0.5498,low,False
7146.jpg,Night,Night,"Nighttime, as indicated by the darkness and timestamp.",1,1.0,1,1.0,8,1.0,1.0,1.0,2.5697702543476773,0.9588396549224854,0.8472350345612384,0.9588395953178406,0.9497542070283951,0.8231000304222107,0.8120015754462229,1.0000001192092896,0.6279677152633667,0.6279677152633667,1.0,0.0,0.0,0.0,0.0,0.5388940138244953,0.06666666666666667,0.2759390925078045,0.6693500772303661,1.0,0.9054470999192956,0.8964347601542778,llama,0.752,0.628,partial,False
7147.jpg,"Nighttime, timestamp indicates 12:05 AM",Nighttime based on the dark environment and timestamp on image (12:05 AM).,Nighttime,5,1.0,12,1.0,1,1.0,2.107171018168941,3.113598416240895,1.0,0.8997286558151245,0.627846938599437,0.9443708658218384,0.9320917765340373,0.8784778714179993,0.8708536648830626,0.814489483833313,0.6350907683372498,0.756632924079895,0.057843875150315235,0.22683072097633716,0.11185053519174448,0.2857142857142857,0.3761091262780338,0.5925429418946135,0.8,0.8591635214112501,0.9105857670369901,0.125,0.35234554466003754,0.6665451293512363,gpt_4o,0.7354,0.6351,partial,False
7148.jpg,"Night-time, as indicated by timestamp and lighting.",Early morning or nighttime (based on timestamp).,Night or early morning,7,1.0,7,1.0,4,1.0,2.8752093554776814,2.7679255044312,2.1301195268190813,0.8632869720458984,0.49259509483932995,0.9465763568878174,0.9347840884381022,0.9027025699615479,0.8965981522019854,0.7303665280342102,0.6113561987876892,0.8372839093208313,0.03196407111823963,0.04580344073670885,0.31686901840995535,0.42857142857142855,0.6370139217006562,0.6309993573030717,0.4666666666666667,0.7637788518219524,0.8497139575884933,0.5,0.7505381248680507,0.8338006983412094,gpt_4o,0.7263,0.6114,partial,False
7149.jpg,Early morning (timestamp indicates 3:30 AM),Nighttime as indicated by timestamp and low light.,"Early morning, around 3:30 AM",6,1.0,8,1.0,5,1.0,2.5615848827157746,2.739970476325777,1.731966731835403,0.9064702391624451,0.6528680540715365,0.7425711750984192,0.6857485843297654,0.8190876841545105,0.807737505970921,0.5242165327072144,0.7130693197250366,0.30854499340057373,0.029533633920516188,0.5549903192925455,0.0,0.35714285714285715,0.5304748012809678,0.6560039477271907,0.5333333333333333,0.7560649667355118,0.754452257085893,0.625,0.6102507614616103,0.7686702308268516,llama,0.5153,0.3085,low,False
7150.jpg,night (3:30:35 AM),Nighttime as indicated by the timestamp and lighting.,Night or early morning,3,1.0,8,1.0,4,1.0,1.0,2.541509827013133,2.1301195268190813,0.8269796371459961,0.3578418815047047,0.8513774275779724,0.8185717788129198,0.8648381233215332,0.8563581977352871,0.5344685912132263,0.5687020421028137,0.6307503581047058,0.0,0.2603499153536198,0.0,0.14285714285714285,0.0,0.3574224668875962,0.5333333333333333,0.7013019152656712,0.7911526194382027,0.5,0.7505381248680507,0.8177047165545301,llama,0.578,0.5345,low,False
7151.jpg,Nighttime (timestamp indicates 11:22:31 PM),Nighttime (based on timestamp and lighting conditions),Night,5,1.0,7,1.0,1,1.0,2.48353966044282,2.8922627039074826,1.0,0.8939399719238281,0.6063624711362889,0.8860634565353394,0.8609140989008066,0.825310468673706,0.8143506903147767,0.7436376810073853,0.5853569507598877,0.5648360252380371,0.057482932922544215,0.0,0.0,0.2857142857142857,0.503962618539948,0.6223052025879285,0.4666666666666667,0.7980883458103997,0.8304588099701091,0.125,0.35234554466003754,0.6439439395239219,gpt_4o,0.6313,0.5648,partial,False
7152.jpg,Nighttime (apparent from timestamp and dark scene),"Nighttime, based on timestamp and lighting conditions.",Nighttime,7,1.0,7,1.0,1,1.0,2.8052502746018133,2.8922627039074826,1.0,0.915347695350647,0.6858163756956823,0.9316201210021973,0.916526543650913,0.9243651628494263,0.9196197946341673,0.7784194946289062,0.7583140134811401,0.8034102916717529,0.03514159657484369,0.09807911879699398,0.1571547431322732,0.42857142857142855,0.6132486240622184,0.7011582803540813,0.4666666666666667,0.7980883458103997,0.8527037878701518,0.125,0.35234554466003754,0.6860515812516781,gpt_4o,0.78,0.7583,high,True
7153.jpg,Nighttime,Night,Night,1,1.0,1,1.0,1,1.0,1.0,1.0,1.0,0.9221596717834473,0.711098752273591,0.9811189770698547,0.9769513449499343,0.9811189770698547,0.9799341819472526,0.8299378156661987,0.8299378752708435,1.0000001192092896,0.0,0.0,1.0,0.0,0.0,0.48443950090943644,0.06666666666666667,0.2759390925078045,0.6802289323989817,0.125,0.35234554466003754,0.7101773361769123,llama,0.8866,0.8299,high,True
7154.jpg,Nighttime (clearly visible timestamp at 11:22 PM),"Nighttime, based on timestamp and darkness.",Night,7,1.0,6,1.0,1,1.0,2.8250829661324435,2.5254519207585897,1.0,0.8980352878570557,0.6215620715240437,0.9225741028785706,0.905483786482538,0.8346883058547974,0.8243168663624793,0.8089568614959717,0.5755935907363892,0.6407520771026611,0.05003377146326125,0.0,0.0,0.42857142857142855,0.6199858454678719,0.6774777251071219,0.4,0.6968709111862171,0.8112547879488805,0.125,0.35234554466003754,0.647930409943003,gpt_4o,0.6751,0.5756,partial,False
7155.jpg,Night,Nighttime,Night,1,1.0,1,1.0,1,1.0,1.0,1.0,1.0,0.9811191558837891,0.929924506380213,0.9221597909927368,0.9049780230090729,0.9811191558837891,0.9799343719794652,0.8299378752708435,1.0,0.8299378752708435,0.0,1.0,0.0,0.0,0.0,0.5719698025520852,0.06666666666666667,0.2759390925078045,0.6514396036226372,0.125,0.35234554466003754,0.7101774121897972,llama,0.8866,0.8299,high,True
